What type of vehicle do you use?,What is the fuel type of your vehicle,How often do you use your vehicle?,How would you describe your driving style,How often do you accelerate quickly?,How often do you apply sudden brakes?,What is your average driving speed?,What type of traffic do you usually experience?,How often do you face traffic congestion?,Do you often drive in stop-and-go traffic?,How would you rate your vehicle’s fuel consumption?,How often do you refuel your vehicle?,Approximately how much fuel do you use per week?,Do you think your driving behavior affects fuel consumption?,Are you using the QR-based fuel system?,Is the allocated fuel sufficient for your weekly needs?,Has fuel limitation changed your travel behavior?,What changes have you made due to fuel limits?,Distance (km)
1,1,Daily,2,Sometimes,Sometimes,3,2,Sometimes,Yes,3,Once a week,21–40 Liters,Yes,Yes,No,Yes,Changed routes,367
1,2,Several times a week,1,Never,Never,2,2,Sometimes,No,2,Twice a week,21–40 Liters,No,Yes,No,Yes,Reduced travel,349
1,1,Several times a week,2,Sometimes,Sometimes,3,2,Frequently,Yes,2,Once a week,10–20  Liters,Yes,Yes,Yes,Yes,Reduced travel,117
1,1,Daily,1,Sometimes,Sometimes,3,2,Sometimes,Yes,2,Once a week,10–20 Liters,Yes,Yes,Yes,No,No change,346
3,2,Daily,2,Sometimes,Never,1,3,Frequently,Yes,3,Once a week,41–60 Liters,Yes,Yes,No,Yes,Reduced travel,604
1,2,Daily,1,Never,Never,3,1,Sometimes,Yes,2,More than twice,10–20  Liters,Yes,Yes,Yes,Yes,Reduced travel,370
1,1,Daily,2,Sometimes,Sometimes,4,2,Frequently,Yes,3,Twice a week,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,296
4,1,Daily,3,Often,Often,3,3,Frequently,Yes,3,Once a week,10–20 Liters,Yes,Yes,No,Yes,Reduced travel,410
1,1,Several times a week,1,Never,Sometimes,2,3,Frequently,Yes,2,Once a week,21–40 Liters,Yes,Yes,Yes,No,No change,400
3,2,Daily,2,Sometimes,Sometimes,2,2,Sometimes,No,2,Once a week,21–40 Liters,Yes,Yes,No,Yes,"Changed routes, Driving more carefully",269
4,1,Daily,2,Sometimes,Sometimes,2,2,Frequently,No,2,Once a week,10–20  Liters,Not sure,Yes,No,Yes,"Reduced travel, Changed routes, Driving more carefully",350
5,1,Several times a week,2,Sometimes,Sometimes,3,2,Sometimes,Yes,2,Once a week,Less than 10  Liters,Yes,No,No,Yes,Reduced travel,53
1,2,Daily,1,Never,Never,2,3,Frequently,Yes,2,More than twice,10–20 Liters,Yes,No,Yes,No,No change,336
1,1,Daily,1,Never,Never,1,2,Sometimes,Yes,2,Once a week,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,256
5,1,Daily,1,Never,Sometimes,1,3,Frequently,Yes,3,Twice a week,Less than 10  Liters,Yes,Yes,No,Yes,Changed routes,269
2,2,Occasionally,2,Sometimes,Never,2,3,Frequently,Yes,3,Once a week,61–80 Liters,Yes,Yes,No,Yes,Reduced travel,402
1,1,Daily,2,Sometimes,Never,3,3,Frequently,Yes,3,Once a week,21–40 Liters,Yes,Yes,No,Yes,Driving more carefully,410
5,1,Several times a week,2,Sometimes,Never,3,2,Sometimes,No,1,Once a week,Less than 10  Liters,Yes,Yes,Yes,No,No change,147
5,1,Several times a week,2,Often,Sometimes,2,3,Frequently,Yes,1,Twice a week,Less than 10 Liters,Not sure,Yes,Yes,Yes,Changed routes,208
4,1,Daily,2,Never,Often,3,3,Frequently,Yes,2,Once a week,10–20 Liters,Yes,No,Yes,No,No change,320
1,1,Daily,1,Sometimes,Sometimes,1,2,Sometimes,Yes,2,More than twice,21–40  Liters,No,Yes,No,Yes,Changed routes,362
1,2,Daily,1,Never,Never,2,2,Sometimes,Yes,2,Twice a week,21–40 Liters,Yes,Yes,No,Yes,Driving more carefully,303
2,2,Daily,3,Often,Often,4,2,Frequently,Yes,3,Once a week,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,188
1,2,Daily,1,Never,Never,3,1,Sometimes,Yes,2,More than twice,10–20  Liters,Yes,Yes,Yes,Yes,Reduced travel,370
1,1,Daily,1,Sometimes,Sometimes,3,2,Sometimes,Yes,2,Once a week,10–20 Liters,Yes,Yes,Yes,No,No change,401
1,1,Daily,2,Sometimes,Sometimes,3,2,Sometimes,Yes,3,Once a week,21–40 Liters,Yes,Yes,No,Yes,Changed routes,341
4,1,Several times a week,3,Often,Sometimes,4,2,Frequently,No,3,Twice a week,10–20 Liters,Yes,Yes,No,Yes,Changed routes,310
1,1,Daily,2,Never,Sometimes,3,1,Rarely,No,3,Twice a week,21–40 Liters,Yes,No,Yes,Yes,Changed routes,271
1,1,Daily,2,Sometimes,Never,2,3,Frequently,Yes,3,Twice a week,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,276
1,1,Several times a week,1,Sometimes,Often,2,2,Sometimes,Yes,2,Twice a week,10–20  Liters,Not sure,Yes,Yes,No,No change,128
5,1,Daily,2,Sometimes,Never,3,3,Frequently,Yes,1,Once a week,Less than 10 Liters,Yes,Yes,No,Yes,Reduced travel,191
4,1,Daily,1,Sometimes,Sometimes,1,2,Frequently,Yes,2,Once a week,10–20 Liters,No,Yes,No,Yes,Reduced travel,290
1,1,Several times a week,1,Sometimes,Sometimes,2,1,Rarely,No,1,Twice a week,10–20  Liters,Yes,Yes,Yes,Yes,No change,115
4,1,Daily,3,Often,Often,3,3,Frequently,Yes,3,Once a week,10–20 Liters,Yes,Yes,No,Yes,Reduced travel,420
5,1,Daily,2,Sometimes,Sometimes,1,1,Sometimes,Yes,2,Once a week,Less than 10  Liters,Yes,No,Yes,Yes,Reduced travel,390
3,1,Daily,3,Often,Often,2,3,Frequently,Yes,3,Twice a week,41–60 Liters,Yes,Yes,No,Yes,Reduced travel,504
5,1,Several times a week,2,Never,Never,2,3,Frequently,Yes,1,Once a week,Less than 10 Liters,Not sure,Yes,No,Yes,Reduced travel,165
5,1,Occasionally,2,Sometimes,Never,3,2,Frequently,No,1,Once a week,Less than 10  Liters,Yes,Yes,No,Yes,Reduced travel,65
1,2,Daily,2,Sometimes,Sometimes,4,1,Rarely,No,3,Twice a week,21–40 Liters,Yes,Yes,Yes,No,No change,379
4,1,Daily,2,Sometimes,Sometimes,2,3,Frequently,Yes,3,More than twice,10–20  Liters,Not sure,Yes,No,Yes,Changed routes,419
4,1,Daily,2,Sometimes,Sometimes,2,2,Sometimes,No,2,Once a week,10–20  Liters,Yes,Yes,No,Yes,"Reduced travel, Driving more carefully",382
1,1,Several times a week,1,Sometimes,Sometimes,2,2,Sometimes,No,2,Once a week,Less than 10  Liters,Yes,Yes,Yes,Yes,Driving more carefully,141
1,1,Daily,1,Never,Never,2,2,Sometimes,Yes,2,Once a week,10–20 Liters,Yes,Yes,No,Yes,Reduced travel,231
5,1,Daily,1,Sometimes,Sometimes,2,2,Sometimes,No,1,Once a week,Less than 10 Liters,Yes,Yes,Yes,No,No change,153
5,1,Daily,2,Sometimes,Sometimes,2,1,Sometimes,Yes,2,Once a week,Less than 10  Liters,Yes,No,Yes,Yes,Reduced travel,188
4,1,Several times a week,2,Never,Sometimes,2,3,Frequently,Yes,2,Twice a week,Less than 10 Liters,Yes,Yes,No,Yes,Changed routes,203
1,1,Daily,2,Sometimes,Often,2,3,Frequently,Yes,3,Twice a week,21–40 Liters,Yes,Yes,Yes,Yes,Driving more carefully,320
5,1,Occasionally,1,Sometimes,Sometimes,2,2,Sometimes,Yes,1,Once a week,Less than 10  Liters,Yes,Yes,Yes,No,"Reduced travel, Driving more carefully",224
1,2,Daily,1,Never,Never,2,3,Frequently,Yes,2,Once a week,10–20 Liters,Yes,No,Yes,No,No change,279
5,1,Daily,3,Often,Often,3,2,Sometimes,No,2,Once a week,Less than 10 Liters,Yes,Yes,Yes,No,No change,271
5,1,Occasionally,1,Sometimes,Sometimes,2,2,Sometimes,Yes,2,More than twice,Less than 10  Liters,No,Yes,Yes,Yes,Driving more carefully,54
5,1,Daily,2,Sometimes,Sometimes,3,1,Rarely,No,1,Once a week,Less than 10 Liters,Yes,Yes,No,Yes,Reduced travel,57
1,1,Daily,2,Sometimes,Sometimes,2,3,Frequently,Yes,3,Once a week,21–40 Liters,Yes,Yes,No,Yes,Changed routes,367
5,1,Several times a week,2,Sometimes,Sometimes,3,2,Frequently,Yes,2,Once a week,Less than 10  Liters,Yes,Yes,Yes,Yes,Reduced travel,102
2,1,Daily,2,Sometimes,Sometimes,1,2,Rarely,Yes,2,More than twice,41–60 Liters,Yes,Yes,Yes,No,No change,255
2,2,Daily,2,Sometimes,Sometimes,2,3,Frequently,Yes,3,Once a week,61–80 Liters,Not sure,Yes,No,Yes,Changed routes,362
1,1,Several times a week,1,Never,Never,4,1,Rarely,No,2,Once a week,21–40  Liters,Yes,Yes,No,Yes,Driving more carefully,356
4,1,Occasionally,2,Sometimes,Sometimes,2,2,Sometimes,Yes,2,Once a week,10–20  Liters,No,Yes,No,Yes,Changed routes,574
5,1,Several times a week,2,Sometimes,Sometimes,2,2,Sometimes,No,1,Once a week,Less than 10  Liters,No,Yes,Yes,No,Reduced travel,265
2,2,Daily,2,Never,Sometimes,2,2,Sometimes,Yes,2,Twice a week,61–80 Liters,Yes,Yes,No,Yes,Reduced travel,314
1,2,Several times a week,2,Sometimes,Sometimes,3,1,Rarely,No,1,Once a week,10–20 Liters,Yes,Yes,Yes,No,No change,290
5,1,Several times a week,2,Sometimes,Sometimes,2,2,Sometimes,Yes,1,Twice a week,Less than 10 Liters,Yes,Yes,Yes,Yes,Reduced travel,228
1,1,Occasionally,2,Sometimes,Sometimes,3,1,Rarely,No,3,Once a week,Less than 10  Liters,Yes,Yes,No,Yes,Changed routes,113
5,1,Several times a week,1,Never,Never,3,3,Frequently,Yes,1,Once a week,Less than 10 Liters,Yes,Yes,No,Yes,Reduced travel,220
4,1,Daily,1,Never,Never,3,1,Rarely,No,2,Twice a week,10–20 Liters,Yes,Yes,No,Yes,Reduced travel,516
4,1,Daily,3,Sometimes,Often,5,2,Frequently,No,3,Twice a week,10–20 Liters,Yes,Yes,No,Yes,Reduced travel,502
1,1,Daily,1,Sometimes,Often,3,2,Sometimes,Yes,2,Twice a week,21–40  Liters,Yes,Yes,Yes,Yes,Driving more carefully,390
1,1,Several times a week,1,Never,Never,2,2,Sometimes,No,1,Once a week,10–20 Liters,Yes,Yes,No,Yes,Reduced travel,107
1,2,Daily,1,Sometimes,Sometimes,2,2,Sometimes,Yes,2,Once a week,21–40  Liters,Not sure,Yes,Yes,Yes,Changed routes,349
1,2,Several times a week,2,Sometimes,Sometimes,2,2,Sometimes,Yes,2,Once a week,21–40  Liters,Not sure,Yes,Yes,Yes,Changed routes,402
2,1,Several times a week,2,Often,Sometimes,2,3,Frequently,Yes,1,Twice a week,41–60 Liters,Not sure,Yes,Yes,Yes,Changed routes,261
5,1,Daily,3,Often,Often,2,3,Frequently,Yes,3,Twice a week,Less than 10  Liters,Yes,Yes,No,Yes,Reduced travel,261
1,1,Daily,2,Sometimes,Sometimes,2,2,Sometimes,Yes,3,Once a week,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,401
1,1,Daily,2,Sometimes,Sometimes,3,2,Sometimes,Yes,2,Twice a week,21–40  Liters,Yes,Yes,Yes,No,No change,427
5,1,Several times a week,2,Never,Never,2,3,Frequently,Yes,1,Once a week,Less than 10 Liters,Not sure,Yes,No,Yes,Reduced travel,162
5,1,Occasionally,3,Often,Often,5,1,Rarely,No,3,Once a week,Less than 10  Liters,Yes,Yes,No,Yes,Reduced travel,290
3,1,Daily,3,Often,Often,3,3,Frequently,Yes,3,More than twice,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,263
1,1,Daily,2,Sometimes,Often,2,3,Frequently,Yes,3,Twice a week,21–40 Liters,Yes,Yes,Yes,Yes,Driving more carefully,394
5,1,Daily,1,Sometimes,Sometimes,2,3,Frequently,Yes,2,Once a week,Less than 10  Liters,Yes,Yes,Yes,Yes,Reduced travel,91
1,2,Daily,2,Sometimes,Sometimes,3,3,Frequently,Yes,2,Once a week,10–20 Liters,Yes,Yes,Yes,Yes,Driving more carefully,289
3,1,Daily,2,Sometimes,Sometimes,2,2,Sometimes,Yes,3,Twice a week,41–60 Liters,Yes,Yes,No,Yes,Reduced travel,514
1,2,Several times a week,1,Never,Never,3,1,Rarely,No,1,Once a week,10–20  Liters,Yes,Yes,Yes,Yes,Driving more carefully,266
5,1,Daily,2,Sometimes,Sometimes,2,2,Frequently,Yes,2,Daily,Less than 10  Liters,Yes,Yes,No,Yes,No change,340
4,1,Daily,2,Never,Sometimes,3,2,Sometimes,Yes,2,Once a week,10–20 Liters,Yes,Yes,No,Yes,Reduced travel,408
5,1,Daily,2,Sometimes,Sometimes,2,2,Sometimes,Yes,2,More than twice,Less than 10  Liters,Yes,Yes,No,Yes,Reduced travel,93
3,2,Several times a week,1,Never,Never,3,2,Sometimes,No,2,Once a week,41–60 Liters,Not sure,Yes,Yes,Yes,Driving more carefully,668
1,1,Daily,2,Sometimes,Sometimes,3,2,Sometimes,No,2,Twice a week,10–20  Liters,No,Yes,Yes,No,No change,235
5,1,Daily,2,Sometimes,Often,2,2,Sometimes,Yes,1,Once a week,Less than 10 Liters,Yes,Yes,Yes,Yes,Driving more carefully,189
1,1,Daily,2,Sometimes,Sometimes,2,3,Frequently,Yes,3,Twice a week,Less than 10  Liters,Yes,Yes,No,Yes,Changed routes,134
5,1,Several times a week,1,Sometimes,Sometimes,1,1,Sometimes,No,2,Once a week,Less than 10  Liters,Yes,Yes,Yes,Yes,Reduced travel,130
5,1,Daily,2,Sometimes,Sometimes,2,1,Rarely,No,2,Twice a week,Less than 10  Liters,Yes,Yes,Yes,Yes,"Reduced travel, Changed routes, Driving more carefully",231
1,1,Several times a week,1,Never,Never,2,2,Sometimes,Yes,2,Twice a week,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,429
2,2,Several times a week,2,Sometimes,Sometimes,2,1,Rarely,Yes,1,Once a week,81–100 Liters,Yes,Yes,Yes,No,Reduced travel,490
4,1,Occasionally,3,Often,Often,2,2,Frequently,No,3,Once a week,10–20 Liters,Yes,Yes,No,Yes,Reduced travel,436
2,2,Daily,2,Sometimes,Often,2,3,Frequently,Yes,3,More than twice,61–80 Liters,Yes,Yes,No,Yes,Reduced travel,361
1,1,Daily,3,Often,Sometimes,5,1,Rarely,No,3,Twice a week,21–40 Liters,Yes,No,Yes,No,No change,382
5,1,Daily,2,Sometimes,Never,2,2,Sometimes,No,2,Once a week,Less than 10  Liters,Yes,Yes,Yes,No,No change,270
1,1,Daily,3,Sometimes,Often,2,3,Frequently,Yes,3,Once a week,Less than 10  Liters,Yes,Yes,No,Yes,Reduced travel,83
1,2,Daily,3,Often,Often,2,3,Frequently,Yes,2,Once a week,10–20 Liters,Yes,Yes,Yes,No,No change,193
4,1,Several times a week,3,Often,Often,3,2,Sometimes,Yes,3,More than twice,10–20 Liters,Yes,Yes,No,Yes,Driving more carefully,395
4,1,Daily,1,Never,Never,1,3,Frequently,Yes,2,Twice a week,10–20  Liters,Yes,Yes,No,Yes,Changed routes,652
1,1,Daily,2,Sometimes,Sometimes,2,1,Rarely,No,3,Twice a week,21–40 Liters,Yes,Yes,Yes,No,No change,360
5,1,Several times a week,2,Never,Never,2,3,Frequently,Yes,1,Once a week,Less than 10 Liters,Not sure,Yes,No,Yes,Reduced travel,191
4,1,Daily,2,Sometimes,Sometimes,1,3,Frequently,Yes,3,Twice a week,10–20  Liters,Yes,Yes,No,Yes,Reduced travel,374
1,2,Daily,2,Sometimes,Sometimes,2,2,Sometimes,No,3,Twice a week,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,370
3,2,Several times a week,1,Never,Never,3,2,Sometimes,No,2,Once a week,41–60 Liters,Not sure,Yes,Yes,Yes,Driving more carefully,614
1,1,Occasionally,2,Sometimes,Sometimes,3,3,Frequently,Yes,3,Once a week,Less than 10  Liters,Yes,Yes,No,Yes,Changed routes,91
1,1,Several times a week,1,Never,Sometimes,2,3,Frequently,Yes,2,Once a week,21–40 Liters,Yes,Yes,Yes,No,No change,489
1,1,Occasionally,3,Often,Often,4,1,Rarely,No,3,Once a week,10–20 Liters,Yes,Yes,No,Yes,Reduced travel,190
1,1,Occasionally,2,Sometimes,Sometimes,3,1,Rarely,No,3,Once a week,Less than 10  Liters,Yes,Yes,No,Yes,Changed routes,90
5,1,Daily,1,Sometimes,Never,2,2,Sometimes,No,1,Twice a week,Less than 10 Liters,Yes,Yes,Yes,No,No change,193
2,2,Daily,2,Never,Sometimes,2,2,Sometimes,Yes,2,Twice a week,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,196
5,1,Daily,1,Sometimes,Never,1,3,Frequently,Yes,1,Once a week,Less than 10 Liters,Yes,Yes,No,Yes,Reduced travel,64
4,1,Occasionally,3,Often,Often,3,2,Frequently,No,3,Once a week,10–20 Liters,Yes,Yes,No,Yes,Reduced travel,459
5,1,Daily,1,Never,Sometimes,2,2,Sometimes,Yes,1,Once a week,Less than 10  Liters,Yes,Yes,Yes,No,No change,240
4,1,Several times a week,3,Often,Sometimes,4,2,Frequently,No,3,Twice a week,10–20 Liters,Yes,Yes,No,Yes,Changed routes,411
1,1,Occasionally,1,Never,Never,2,2,Frequently,Yes,2,Once a week,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,372
5,1,Daily,2,Sometimes,Sometimes,2,1,Frequently,No,3,More than twice,Less than 10  Liters,No,Yes,Yes,Yes,Reduced travel,67
3,1,Daily,1,Never,Sometimes,1,3,Frequently,Yes,3,Once a week,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,493
5,1,Daily,2,Sometimes,Sometimes,2,3,Frequently,Yes,1,Once a week,Less than 10 Liters,No,Yes,Yes,No,No change,62
3,1,Several times a week,3,Often,Often,3,3,Frequently,Yes,3,Twice a week,41–60 Liters,Yes,Yes,No,Yes,Reduced travel,598
4,1,Daily,3,Sometimes,Often,4,2,Sometimes,No,3,More than twice,10–20 Liters,Yes,Yes,No,Yes,Reduced travel,355
5,1,Daily,1,Sometimes,Sometimes,2,2,Sometimes,Yes,2,More than twice,Less than 10  Liters,Yes,Yes,Yes,Yes,Driving more carefully,410
1,1,Daily,2,Sometimes,Sometimes,2,3,Frequently,Yes,3,Once a week,21–40 Liters,Yes,Yes,No,Yes,Changed routes,399
1,1,Daily,2,Never,Never,3,2,Sometimes,Yes,3,Twice a week,10–20 Liters,Yes,Yes,Yes,No,No change,221
3,1,Daily,2,Sometimes,Sometimes,3,3,Frequently,Yes,3,Once a week,21–40 Liters,No,Yes,No,Yes,Reduced travel,341
1,1,Several times a week,2,Sometimes,Sometimes,3,3,Frequently,Yes,3,Twice a week,10–20 Liters,Yes,Yes,Yes,No,No change,191
5,1,Daily,2,Often,Often,1,2,Frequently,No,2,More than twice,Less than 10  Liters,Yes,Yes,Yes,No,No change,65
1,2,Daily,2,Sometimes,Never,2,2,Sometimes,No,1,Once a week,10–20 Liters,Not sure,Yes,Yes,No,No change,182
2,2,Several times a week,2,Sometimes,Sometimes,4,2,Sometimes,Yes,3,Twice a week,61–80 Liters,No,Yes,No,Yes,Reduced travel,341
4,1,Daily,2,Sometimes,Sometimes,3,3,Frequently,Yes,3,Once a week,Less than 10 Liters,Yes,Yes,No,Yes,Reduced travel,211
3,2,Daily,2,Never,Sometimes,3,3,Frequently,Yes,3,More than twice,41–60 Liters,Not sure,Yes,No,Yes,Reduced travel,708
5,1,Several times a week,2,Often,Sometimes,2,3,Frequently,Yes,1,Twice a week,Less than 10 Liters,Not sure,Yes,Yes,Yes,Changed routes,234
1,2,Daily,1,Sometimes,Never,2,3,Frequently,Yes,2,More than twice,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,413
1,2,Several times a week,2,Sometimes,Sometimes,3,2,Sometimes,No,3,Once a week,21–40 Liters,Not sure,Yes,No,Yes,Reduced travel,359
2,2,Several times a week,2,Sometimes,Sometimes,3,3,Frequently,Yes,3,Twice a week,81–100 Liters,Yes,Yes,No,Yes,Reduced travel,450
1,2,Daily,1,Never,Never,2,3,Frequently,Yes,2,Twice a week,10–20 Liters,Yes,Yes,Yes,No,No change,99
5,1,Several times a week,2,Often,Often,3,2,Frequently,Yes,2,Once a week,Less than 10  Liters,Yes,Yes,No,Yes,"Reduced travel, Driving more carefully",67
3,1,Daily,2,Sometimes,Sometimes,3,3,Frequently,Yes,3,Once a week,10–20 Liters,Yes,Yes,Yes,No,No change,115
5,1,Daily,2,Sometimes,Often,2,2,Sometimes,Yes,1,Daily,Less than 10 Liters,Yes,Yes,Yes,Yes,Driving more carefully,500
5,1,Several times a week,1,Sometimes,Sometimes,1,1,Sometimes,No,2,Once a week,Less than 10  Liters,Yes,Yes,Yes,Yes,Reduced travel,121
4,1,Daily,1,Never,Never,4,3,Frequently,Yes,2,Twice a week,Less than 10 Liters,Yes,Yes,No,Yes,Changed routes,120
1,1,Several times a week,2,Sometimes,Sometimes,2,2,Sometimes,Yes,2,Once a week,10–20  Liters,Not sure,Yes,Yes,Yes,Reduced travel,222
1,2,Several times a week,1,Never,Never,3,1,Rarely,No,1,Once a week,10–20  Liters,Yes,Yes,Yes,Yes,Driving more carefully,227
5,2,Daily,2,Sometimes,Never,3,3,Frequently,Yes,3,Once a week,Less than 10  Liters,Not sure,Yes,Yes,Yes,Changed routes,258
4,1,Daily,1,Never,Never,1,3,Frequently,Yes,2,Twice a week,10–20  Liters,Yes,Yes,Yes,No,No change,362
1,2,Several times a week,3,Sometimes,Often,5,2,Sometimes,No,1,Once a week,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,440
1,2,Daily,1,Sometimes,Never,2,3,Frequently,Yes,2,Once a week,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,420
4,1,Daily,1,Never,Never,3,1,Rarely,No,2,Twice a week,10–20 Liters,Yes,Yes,No,Yes,Reduced travel,376
2,1,Daily,1,Never,Never,2,2,Sometimes,Yes,2,Once a week,41–60 Liters,Yes,Yes,No,Yes,Reduced travel,236
5,1,Daily,2,Often,Sometimes,3,3,Frequently,Yes,1,Once a week,Less than 10 Liters,Yes,No,Yes,No,No change,246
1,1,Daily,3,Often,Sometimes,2,3,Frequently,Yes,3,Twice a week,Less than 10  Liters,Yes,Yes,No,Yes,Reduced travel,139
5,1,Daily,1,Sometimes,Sometimes,2,3,Frequently,Yes,2,Once a week,Less than 10  Liters,Yes,Yes,Yes,Yes,Reduced travel,99
5,1,Daily,2,Often,Often,1,2,Frequently,No,2,More than twice,Less than 10  Liters,Yes,Yes,Yes,No,No change,68
2,2,Several times a week,3,Often,Often,2,2,Sometimes,Yes,3,Twice a week,81–100 Liters,Yes,No,Yes,No,No change,422
3,1,Daily,3,Often,Often,3,3,Frequently,Yes,3,More than twice,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,473
1,1,Daily,2,Sometimes,Sometimes,3,2,Sometimes,Yes,2,More than twice,21–40  Liters,Yes,Yes,Yes,No,No change,427
1,1,Occasionally,2,Sometimes,Sometimes,3,1,Rarely,No,3,Once a week,21–40  Liters,Yes,Yes,No,Yes,Changed routes,377
4,1,Daily,2,Never,Often,3,3,Frequently,Yes,2,Once a week,10–20 Liters,Yes,No,Yes,No,No change,453
2,2,Several times a week,2,Sometimes,Sometimes,3,3,Frequently,Yes,3,Twice a week,81–100 Liters,Yes,Yes,No,Yes,Reduced travel,431
1,1,Daily,2,Never,Never,3,2,Sometimes,Yes,3,Twice a week,10–20 Liters,Yes,Yes,Yes,No,No change,230
5,1,Occasionally,1,Sometimes,Sometimes,2,2,Sometimes,Yes,1,Once a week,Less than 10  Liters,Yes,Yes,Yes,No,"Reduced travel, Driving more carefully",254
1,1,Several times a week,2,Often,Sometimes,3,3,Frequently,Yes,2,Twice a week,10–20 Liters,Yes,Yes,No,Yes,Driving more carefully,232
1,2,Daily,1,Never,Never,2,2,Sometimes,Yes,1,Twice a week,10–20  Liters,Yes,Yes,Yes,No,No change,240
4,1,Several times a week,1,Sometimes,Sometimes,2,1,Rarely,No,1,Twice a week,10–20  Liters,Yes,Yes,Yes,Yes,No change,482
5,1,Daily,1,Never,Never,3,2,Sometimes,No,2,Once a week,Less than 10  Liters,Yes,Yes,Yes,No,No change,288
3,1,Occasionally,1,Never,Never,2,2,Sometimes,No,2,Once a week,41–60 Liters,Yes,Yes,No,Yes,Changed routes,579
3,2,Daily,3,Often,Often,2,3,Frequently,Yes,3,More than twice,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,479
3,1,Several times a week,2,Sometimes,Never,2,3,Frequently,No,2,Once a week,21–40  Liters,Yes,Yes,No,Yes,"Reduced travel, Changed routes, Driving more carefully",279
4,1,Occasionally,1,Sometimes,Never,2,1,Rarely,No,2,Once a week,10–20 Liters,Yes,Yes,Yes,Yes,Driving more carefully,419
2,2,Daily,2,Sometimes,Sometimes,3,3,Frequently,Yes,2,Once a week,10–20 Liters,Yes,Yes,Yes,Yes,Driving more carefully,92
1,2,Daily,1,Never,Never,3,1,Sometimes,Yes,2,More than twice,10–20  Liters,Yes,Yes,Yes,Yes,Reduced travel,256
1,1,Several times a week,2,Sometimes,Sometimes,2,2,Sometimes,Yes,2,Once a week,Less than 10  Liters,Yes,Yes,Yes,No,Changed routes,100
1,2,Daily,2,Sometimes,Sometimes,4,1,Rarely,No,3,Twice a week,21–40 Liters,Yes,Yes,Yes,No,No change,350
5,1,Several times a week,2,Often,Sometimes,2,3,Frequently,Yes,1,Twice a week,Less than 10 Liters,Not sure,Yes,Yes,Yes,Changed routes,277
3,1,Daily,2,Sometimes,Sometimes,3,2,Sometimes,No,2,More than twice,21–40 Liters,Yes,Yes,Yes,No,No change,395
5,1,Daily,2,Sometimes,Often,3,1,Rarely,No,1,Once a week,Less than 10 Liters,Yes,Yes,Yes,Yes,Changed routes,111
1,1,Daily,2,Sometimes,Often,2,2,Frequently,No,2,Twice a week,Less than 10  Liters,Yes,Yes,No,Yes,Reduced travel,110
1,1,Several times a week,2,Sometimes,Sometimes,2,2,Sometimes,Yes,2,Once a week,Less than 10  Liters,Yes,Yes,Yes,No,Changed routes,101
4,1,Daily,2,Often,Sometimes,2,2,Sometimes,Yes,2,Twice a week,10–20 Liters,Yes,Yes,No,Yes,Reduced travel,518
1,2,Daily,1,Never,Never,2,3,Frequently,Yes,2,Twice a week,10–20 Liters,Yes,Yes,Yes,No,No change,192
3,1,Daily,2,Sometimes,Sometimes,2,1,Sometimes,Yes,2,More than twice,21–40  Liters,Yes,Yes,Yes,No,No change,425
1,1,Daily,1,Sometimes,Never,1,3,Frequently,Yes,2,Once a week,21–40 Liters,Not sure,Yes,No,Yes,Reduced travel,366
4,1,Daily,2,Never,Sometimes,3,2,Sometimes,Yes,2,Once a week,10–20 Liters,Yes,Yes,No,Yes,Reduced travel,299
1,1,Daily,1,Sometimes,Sometimes,2,3,Frequently,Yes,2,Once a week,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,368
5,1,Several times a week,1,Sometimes,Sometimes,2,1,Rarely,No,1,Twice a week,Less than 10  Liters,Yes,Yes,Yes,Yes,No change,151
1,1,Daily,1,Never,Never,2,2,Frequently,Yes,2,Once a week,10–20 Liters,Yes,Yes,No,Yes,Reduced travel,220
1,2,Daily,2,Sometimes,Sometimes,2,2,Sometimes,No,3,Twice a week,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,407
4,1,Occasionally,2,Sometimes,Sometimes,2,2,Sometimes,Yes,2,Once a week,10–20  Liters,No,Yes,No,Yes,Changed routes,318
2,2,Several times a week,2,Never,Sometimes,3,2,Sometimes,Yes,3,Twice a week,61–80 Liters,No,Yes,No,Yes,Driving more carefully,333
1,2,Daily,1,Never,Never,2,2,Sometimes,Yes,1,Once a week,Less than 10  Liters,Yes,Yes,Yes,No,No change,92
